PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0522,18-24,Male,Bachelor’s,Farming/Agriculture,US West,Moderate Liberal,Moderate,Neutral,Very worried,Neutral,Medium
P0358,25-34,Other/Non-binary,Bachelor’s,Service/Office,Global South,Centrist,Moderate,Neutral,Very worried,Neutral,High
P0549,18-24,Male,High School or less,Public sector,Europe-North,Moderate Conservative,Moderate,Neutral,Neutral / not very worried,Somewhat inactive,High
P0689,18-24,Male,High School or less,Education/Academic,US West,Centrist,Low,Neutral,Somewhat worried,Somewhat inactive,Low
P0641,18-24,Female,High School or less,Construction/Outdoor,US West,Conservative,Moderate,Neutral,Very worried,Neutral,Medium
P0389,45+,Male,Bachelor’s,Service/Office,Global South,Conservative,Moderate,Neutral,Very worried,Neutral,High
P0387,35-44,Female,Bachelor’s,Tech/IT,US Northeast,Moderate Conservative,Moderate,Neutral,Somewhat worried,Neutral,Medium
P0581,35-44,Male,Bachelor’s,Manufacturing/Industrial,US West,Liberal,Very high,Neutral,Very worried,Neutral,Medium
P0332,45+,Female,Bachelor’s,Manufacturing/Industrial,Global South,Moderate Conservative,High,Neutral,Somewhat worried,Somewhat inactive,Low
P0583,45+,Male,Master’s/PhD,Tech/IT,Global South,Moderate Conservative,Low,Neutral,Somewhat worried,Somewhat inactive,Medium
P0634,35-44,Female,High School or less,Farming/Agriculture,Global South,Centrist,High,Neutral,Not worried at all,Somewhat inactive,High
P0584,25-34,Other/Non-binary,Bachelor’s,Education/Academic,US Midwest,Conservative,Low,Neutral,Somewhat worried,Somewhat inactive,Low
P0632,45+,Female,Bachelor’s,Construction/Outdoor,Europe-North,Moderate Conservative,Moderate,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0343,25-34,Male,Bachelor’s,Service/Office,US Northeast,Moderate Conservative,Moderate,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0589,45+,Female,Master’s/PhD,Manufacturing/Industrial,US West,Moderate Conservative,High,Neutral,Somewhat not worried,Somewhat inactive,High
P0590,25-34,Male,Master’s/PhD,Environmental/NGO,Global South,Liberal,Low,Neutral,Somewhat worried,Somewhat inactive,Low
P0620,18-24,Male,High School or less,Construction/Outdoor,Other,Moderate Liberal,Moderate,Neutral,Very worried,Neutral,Medium
P0600,18-24,Male,Bachelor’s,Service/Office,Other,Conservative,Very high,Neutral,Somewhat worried,Neutral,Medium
P0605,18-24,Female,High School or less,Farming/Agriculture,US Northeast,Conservative,Moderate,Neutral,Not worried at all,Somewhat inactive,Low
P0618,25-34,Female,Bachelor’s,Tech/IT,Europe-North,Moderate Conservative,Low,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0361,18-24,Male,High School or less,Environmental/NGO,Europe-North,Centrist,Very high,Neutral,Somewhat worried,Neutral,High
P0737,45+,Female,High School or less,Service/Office,Global South,Liberal,Very low,Neutral,Very worried,Somewhat inactive,Medium
P0615,18-24,Other/Non-binary,Master’s/PhD,Construction/Outdoor,Europe-North,Centrist,High,Neutral,Very worried,Neutral,Medium
P0577,18-24,Male,High School or less,Education/Academic,US West,Centrist,Moderate,Neutral,Very worried,Neutral,High
P0571,35-44,Male,Bachelor’s,Service/Office,Global South,Moderate Conservative,Low,Neutral,Very worried,Neutral,Low
P0395,35-44,Male,Bachelor’s,Tech/IT,Europe-North,Centrist,Moderate,Neutral,Somewhat worried,Neutral,Medium
P0324,25-34,Female,Master’s/PhD,Tech/IT,US Midwest,Moderate Liberal,Low,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0538,45+,Male,High School or less,Service/Office,US West,Moderate Conservative,High,Neutral,Somewhat worried,Neutral,Medium
P0422,18-24,Male,Master’s/PhD,Service/Office,Global South,Moderate Liberal,Moderate,Neutral,Somewhat worried,Neutral,Medium
P0543,45+,Male,Bachelor’s,Service/Office,US Northeast,Liberal,High,Neutral,Somewhat worried,Somewhat inactive,Medium
P0301,18-24,Male,Bachelor’s,Tech/IT,Other,Centrist,High,Neutral,Somewhat worried,Somewhat inactive,Medium
P0419,25-34,Male,Master’s/PhD,Farming/Agriculture,Global South,Moderate Conservative,High,Neutral,Somewhat not worried,Somewhat inactive,High
P0418,45+,Male,Master’s/PhD,Service/Office,US West,Moderate Conservative,Very low,Neutral,Not worried at all,Not oriented to action,Medium
P0616,35-44,Female,High School or less,Construction/Outdoor,US Midwest,Moderate Conservative,Very low,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0414,25-34,Female,Master’s/PhD,Manufacturing/Industrial,US Northeast,Liberal,High,Neutral,Very worried,Neutral,Low
P0550,35-44,Male,Master’s/PhD,Public sector,US West,Moderate Liberal,High,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0294,45+,Male,High School or less,Service/Office,Europe-North,Moderate Conservative,Moderate,Neutral,Somewhat worried,Neutral,High
P0667,25-34,Female,Master’s/PhD,Education/Academic,Europe-North,Moderate Conservative,Moderate,Neutral,Very worried,Neutral,High
P0661,25-34,Female,Bachelor’s,Service/Office,Europe-North,Moderate Conservative,Moderate,Neutral,Very worried,Neutral,High
P0314,25-34,Male,Master’s/PhD,Education/Academic,Europe-North,Moderate Conservative,Very high,Neutral,Somewhat not worried,Somewhat inactive,High
P0659,18-24,Female,Master’s/PhD,Service/Office,US South,Liberal,Very high,Neutral,Very worried,Neutral,Medium
P0317,35-44,Other/Non-binary,Bachelor’s,Service/Office,Europe-North,Moderate Conservative,Very high,Neutral,Somewhat worried,Neutral,Medium
P0657,35-44,Other/Non-binary,Bachelor’s,Service/Office,Global South,Moderate Conservative,Low,Neutral,Neutral / not very worried,Somewhat inactive,High
P0564,35-44,Male,High School or less,Public sector,Europe-North,Conservative,Very high,Neutral,Somewhat worried,Somewhat inactive,Medium
P0654,45+,Male,Bachelor’s,Tech/IT,Europe-North,Centrist,Very high,Neutral,Somewhat worried,Somewhat inactive,Medium
P0399,35-44,Male,Bachelor’s,Education/Academic,US West,Conservative,High,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0568,25-34,Male,High School or less,Service/Office,US West,Moderate Conservative,High,Neutral,Somewhat not worried,Somewhat inactive,High
P0662,18-24,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Moderate Conservative,High,Neutral,Neutral / not very worried,Not oriented to action,Medium
P0738,35-44,Female,High School or less,Construction/Outdoor,Europe-North,Moderate Conservative,High,Neutral,Somewhat not worried,Somewhat inactive,Low
P0750,18-24,Male,Bachelor’s,Tech/IT,Other,Moderate Conservative,High,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0123,45+,Female,Master’s/PhD,Service/Office,Other,Conservative,High,Neutral,Neutral / not very worried,Neutral,Low
P0851,18-24,Female,High School or less,Construction/Outdoor,US South,Liberal,Low,Neutral,Somewhat worried,Somewhat inactive,Low
P0846,35-44,Male,High School or less,Public sector,US South,Centrist,High,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0845,25-34,Female,Bachelor’s,Farming/Agriculture,Global South,Conservative,Very high,Neutral,Very worried,Neutral,Medium
P0157,45+,Female,Master’s/PhD,Education/Academic,Europe-North,Liberal,High,Neutral,Neutral / not very worried,Neutral,Medium
P0951,18-24,Male,High School or less,Service/Office,Europe-North,Centrist,Moderate,Neutral,Somewhat worried,Neutral,Medium
P0158,45+,Female,High School or less,Tech/IT,Europe-North,Moderate Conservative,High,Neutral,Not worried at all,Somewhat inactive,High
P0056,35-44,Female,Master’s/PhD,Farming/Agriculture,US South,Moderate Conservative,High,Neutral,Somewhat worried,Neutral,Medium
P0054,18-24,Female,High School or less,Service/Office,Europe-North,Moderate Liberal,Very high,Neutral,Very worried,Neutral,Low
P0166,45+,Male,Bachelor’s,Public sector,US Northeast,Centrist,Moderate,Neutral,Somewhat not worried,Somewhat inactive,High
P0053,45+,Other/Non-binary,High School or less,Education/Academic,Europe-North,Centrist,Moderate,Neutral,Somewhat not worried,Somewhat inactive,Low
P0169,18-24,Male,Bachelor’s,Manufacturing/Industrial,US Midwest,Moderate Conservative,Low,Neutral,Very worried,Somewhat inactive,Low
P0830,25-34,Female,High School or less,Farming/Agriculture,US West,Moderate Liberal,Low,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0954,45+,Female,Bachelor’s,Manufacturing/Industrial,US South,Centrist,Low,Neutral,Neutral / not very worried,Neutral,Medium
P0178,25-34,Female,Master’s/PhD,Service/Office,Europe-North,Moderate Conservative,High,Neutral,Very worried,Neutral,Medium
P0048,18-24,Male,Bachelor’s,Environmental/NGO,US South,Moderate Conservative,Low,Neutral,Somewhat not worried,Somewhat inactive,High
P0956,35-44,Male,High School or less,Tech/IT,Other,Centrist,Moderate,Neutral,Neutral / not very worried,Neutral,Low
P0183,25-34,Male,High School or less,Environmental/NGO,Global South,Conservative,Low,Neutral,Not worried at all,Not oriented to action,Low
P0822,35-44,Female,Master’s/PhD,Construction/Outdoor,Global South,Centrist,Low,Neutral,Very worried,Neutral,Medium
P0820,45+,Female,Master’s/PhD,Construction/Outdoor,Other,Centrist,Moderate,Neutral,Somewhat worried,Somewhat inactive,Low
P0958,45+,Male,Master’s/PhD,Public sector,US South,Liberal,Moderate,Neutral,Very worried,Neutral,Low
P0044,25-34,Male,Master’s/PhD,Tech/IT,Europe-North,Conservative,Moderate,Neutral,Somewhat worried,Neutral,Low
P0152,25-34,Male,High School or less,Service/Office,Global South,Moderate Conservative,Moderate,Neutral,Somewhat worried,Somewhat inactive,Low
P0853,25-34,Male,Bachelor’s,Education/Academic,US South,Moderate Conservative,Very low,Neutral,Somewhat worried,Somewhat inactive,Low
P0857,35-44,Male,Bachelor’s,Service/Office,US Midwest,Moderate Liberal,Moderate,Neutral,Very worried,Somewhat inactive,Low
P0147,35-44,Female,High School or less,Farming/Agriculture,Europe-North,Centrist,Low,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0096,35-44,Male,Bachelor’s,Environmental/NGO,US Northeast,Moderate Conservative,Low,Neutral,Not worried at all,Not oriented to action,High
P0098,35-44,Male,Master’s/PhD,Service/Office,US West,Centrist,Very high,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0913,35-44,Male,Bachelor’s,Construction/Outdoor,US West,Conservative,Very low,Neutral,Somewhat worried,Neutral,High
P0910,18-24,Other/Non-binary,Master’s/PhD,Tech/IT,Global South,Liberal,Low,Neutral,Somewhat worried,Neutral,High
P0104,18-24,Female,Bachelor’s,Service/Office,US Midwest,Centrist,Very high,Neutral,Somewhat worried,Neutral,Medium
P0908,45+,Other/Non-binary,Bachelor’s,Service/Office,US Northeast,Moderate Conservative,Very high,Neutral,Somewhat worried,Somewhat inactive,High
P0905,18-24,Female,Master’s/PhD,Tech/IT,US West,Moderate Conservative,High,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0919,35-44,Female,High School or less,Service/Office,US Northeast,Moderate Liberal,Moderate,Neutral,Somewhat worried,Neutral,Medium
P0089,35-44,Other/Non-binary,High School or less,Farming/Agriculture,Global South,Conservative,Moderate,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0084,45+,Female,Bachelor’s,Tech/IT,Europe-North,Moderate Conservative,Low,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0816,18-24,Male,Bachelor’s,Farming/Agriculture,Europe-North,Moderate Conservative,High,Neutral,Very worried,Neutral,Medium
P0083,45+,Female,High School or less,Tech/IT,Europe-North,Moderate Conservative,Very high,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0118,45+,Male,Bachelor’s,Construction/Outdoor,US South,Conservative,Low,Neutral,Somewhat not worried,Not oriented to action,Medium
P0119,25-34,Female,Master’s/PhD,Tech/IT,Global South,Moderate Conservative,Moderate,Neutral,Somewhat worried,Neutral,Medium
P0880,45+,Female,Bachelor’s,Public sector,US West,Conservative,Moderate,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0078,25-34,Female,Master’s/PhD,Public sector,US Northeast,Liberal,High,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0930,25-34,Female,High School or less,Service/Office,Europe-North,Centrist,Very low,Neutral,Very worried,Neutral,Low
P0125,45+,Male,Master’s/PhD,Construction/Outdoor,US West,Conservative,High,Neutral,Very worried,Neutral,High
P0071,35-44,Male,High School or less,Service/Office,Europe-North,Liberal,Very low,Neutral,Very worried,Neutral,Low
P0931,45+,Male,Bachelor’s,Education/Academic,Europe-North,Moderate Conservative,Moderate,Neutral,Somewhat worried,Neutral,Low
P0867,45+,Male,High School or less,Construction/Outdoor,Europe-North,Centrist,Very low,Neutral,Somewhat worried,Somewhat inactive,High
P0069,35-44,Male,High School or less,Environmental/NGO,US West,Centrist,Very low,Neutral,Somewhat worried,Somewhat inactive,High
P0924,18-24,Male,Bachelor’s,Service/Office,US West,Centrist,High,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0042,45+,Female,High School or less,Manufacturing/Industrial,Europe-North,Moderate Conservative,Moderate,Neutral,Very worried,Neutral,Medium
P0834,25-34,Female,High School or less,Service/Office,Global South,Liberal,Moderate,Neutral,Very worried,Neutral,Low
P0093,35-44,Male,Master’s/PhD,Manufacturing/Industrial,US Midwest,Centrist,Very high,Neutral,Very worried,Neutral,Low
P0794,45+,Female,High School or less,Education/Academic,US West,Moderate Conservative,Very low,Neutral,Somewhat not worried,Not oriented to action,Medium
P0026,18-24,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Moderate Conservative,High,Neutral,Somewhat worried,Neutral,Low
P0767,18-24,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Moderate Conservative,High,Neutral,Not worried at all,Not oriented to action,Medium
P0238,35-44,Female,Master’s/PhD,Tech/IT,Global South,Moderate Conservative,High,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0024,35-44,Other/Non-binary,Master’s/PhD,Farming/Agriculture,US South,Moderate Liberal,Low,Neutral,Somewhat worried,Somewhat inactive,High
P0990,35-44,Male,Bachelor’s,Education/Academic,US Northeast,Moderate Conservative,High,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0207,45+,Female,Master’s/PhD,Construction/Outdoor,US South,Conservative,High,Neutral,Not worried at all,Not oriented to action,Medium
P0785,25-34,Female,High School or less,Education/Academic,US Midwest,Centrist,Very low,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0759,25-34,Male,High School or less,Service/Office,Europe-North,Centrist,Very high,Neutral,Neutral / not very worried,Not oriented to action,High
P0777,45+,Male,Master’s/PhD,Public sector,Europe-North,Conservative,Moderate,Neutral,Very worried,Neutral,High
P0016,18-24,Male,Bachelor’s,Construction/Outdoor,US Midwest,Conservative,Moderate,Neutral,Neutral / not very worried,Somewhat inactive,High
P0775,18-24,Male,Master’s/PhD,Construction/Outdoor,US West,Moderate Liberal,High,Neutral,Very worried,Neutral,High
P0232,45+,Male,High School or less,Environmental/NGO,US South,Moderate Conservative,High,Neutral,Somewhat not worried,Somewhat inactive,Medium
P0772,35-44,Male,High School or less,Public sector,Europe-North,Moderate Conservative,Very high,Neutral,Somewhat worried,Neutral,Medium
P0783,18-24,Female,High School or less,Service/Office,Other,Liberal,High,Neutral,Somewhat worried,Neutral,High
P0241,18-24,Male,Master’s/PhD,Service/Office,Europe-North,Centrist,High,Neutral,Somewhat worried,Neutral,Medium
P0791,18-24,Male,High School or less,Farming/Agriculture,US Midwest,Conservative,Very low,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0242,25-34,Male,Bachelor’s,Construction/Outdoor,Global South,Centrist,High,Neutral,Neutral / not very worried,Somewhat inactive,High
P0966,25-34,Female,Bachelor’s,Farming/Agriculture,Europe-North,Moderate Conservative,Low,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0998,25-34,Male,High School or less,Manufacturing/Industrial,Europe-North,Moderate Conservative,Moderate,Neutral,Somewhat worried,Neutral,Medium
P0808,18-24,Other/Non-binary,High School or less,Tech/IT,Other,Conservative,High,Neutral,Somewhat not worried,Somewhat inactive,Low
P0037,25-34,Female,Bachelor’s,Service/Office,US West,Liberal,High,Neutral,Very worried,Neutral,High
P0742,25-34,Male,Bachelor’s,Service/Office,US Midwest,Conservative,Low,Neutral,Neutral / not very worried,Somewhat inactive,High
P0007,25-34,Male,High School or less,Manufacturing/Industrial,US South,Conservative,Very low,Neutral,Somewhat worried,Somewhat inactive,Low
P0036,25-34,Male,Bachelor’s,Public sector,Europe-North,Conservative,Moderate,Neutral,Very worried,Neutral,Medium
P0972,25-34,Male,Bachelor’s,Construction/Outdoor,US West,Centrist,High,Neutral,Somewhat worried,Somewhat inactive,Low
P0768,35-44,Female,Bachelor’s,Service/Office,Other,Conservative,Low,Neutral,Somewhat not worried,Somewhat inactive,Low
P0995,25-34,Other/Non-binary,Master’s/PhD,Education/Academic,Other,Centrist,High,Neutral,Somewhat worried,Somewhat inactive,High
P0976,25-34,Female,High School or less,Service/Office,US West,Moderate Conservative,Moderate,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0244,18-24,Female,Bachelor’s,Construction/Outdoor,Other,Centrist,Low,Neutral,Very worried,Neutral,Low
P0204,35-44,Male,Bachelor’s,Manufacturing/Industrial,US West,Liberal,Low,Neutral,Somewhat worried,Somewhat inactive,High
P0996,35-44,Other/Non-binary,Master’s/PhD,Environmental/NGO,Other,Liberal,Low,Slightly agree,Somewhat worried,Neutral,Low
P0922,25-34,Female,Bachelor’s,Farming/Agriculture,US Midwest,Moderate Liberal,Moderate,Slightly agree,Somewhat not worried,Not oriented to action,Medium
P0551,25-34,Female,High School or less,Education/Academic,US South,Conservative,High,Slightly agree,Very worried,Neutral,High
P0552,35-44,Female,High School or less,Education/Academic,Global South,Liberal,Very high,Slightly agree,Very worried,Neutral,High
P0573,45+,Female,High School or less,Education/Academic,US West,Centrist,High,Slightly agree,Somewhat worried,Neutral,Low
P0987,18-24,Female,High School or less,Tech/IT,Other,Moderate Conservative,Low,Slightly agree,Very worried,Neutral,Low
P0557,18-24,Male,High School or less,Education/Academic,Global South,Centrist,Very high,Slightly agree,Very worried,Neutral,Medium
P0928,45+,Male,Bachelor’s,Manufacturing/Industrial,US South,Moderate Conservative,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0493,25-34,Female,Bachelor’s,Education/Academic,Europe-North,Liberal,High,Slightly agree,Somewhat worried,Neutral,Medium
P0561,45+,Female,High School or less,Education/Academic,Europe-North,Moderate Liberal,Moderate,Slightly agree,Somewhat worried,Neutral,Medium
P0481,45+,Male,Bachelor’s,Service/Office,US West,Moderate Conservative,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0566,18-24,Female,Bachelor’s,Tech/IT,Europe-North,Centrist,Low,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0485,18-24,Male,Master’s/PhD,Service/Office,Europe-North,Centrist,Moderate,Slightly agree,Neutral / not very worried,Not oriented to action,Medium
P0918,25-34,Male,Master’s/PhD,Manufacturing/Industrial,Global South,Liberal,High,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0927,18-24,Female,High School or less,Tech/IT,US Northeast,Liberal,Very high,Slightly agree,Somewhat worried,Somewhat inactive,High
P0925,18-24,Female,High School or less,Manufacturing/Industrial,US Midwest,Centrist,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0489,18-24,Male,Master’s/PhD,Construction/Outdoor,US West,Conservative,Moderate,Slightly agree,Neutral / not very worried,Neutral,Medium
P0992,18-24,Male,Bachelor’s,Construction/Outdoor,US Midwest,Centrist,High,Slightly agree,Very worried,Somewhat inactive,Low
P0563,25-34,Female,High School or less,Tech/IT,US Northeast,Liberal,Low,Slightly agree,Very worried,Neutral,Medium
P0961,35-44,Male,Bachelor’s,Education/Academic,US Midwest,Centrist,High,Slightly agree,Very worried,Neutral,Medium
P0933,25-34,Female,Master’s/PhD,Service/Office,US Northeast,Centrist,High,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0960,35-44,Male,Bachelor’s,Manufacturing/Industrial,US Northeast,Liberal,Moderate,Slightly agree,Very worried,Neutral,Low
P0969,25-34,Male,High School or less,Public sector,Europe-North,Centrist,Low,Slightly agree,Very worried,Neutral,Medium
P0521,18-24,Female,Bachelor’s,Education/Academic,Global South,Centrist,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0527,25-34,Male,Bachelor’s,Manufacturing/Industrial,US Northeast,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0957,18-24,Female,Master’s/PhD,Education/Academic,Europe-North,Moderate Conservative,High,Slightly agree,Very worried,Neutral,Medium
P0973,45+,Female,High School or less,Tech/IT,US West,Moderate Liberal,Moderate,Slightly agree,Very worried,Neutral,Low
P0517,35-44,Male,High School or less,Tech/IT,Europe-North,Conservative,High,Slightly agree,Very worried,Neutral,High
P0510,45+,Male,Bachelor’s,Farming/Agriculture,US Midwest,Liberal,Moderate,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0574,18-24,Male,Bachelor’s,Public sector,Europe-North,Liberal,Very low,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0953,45+,Male,Bachelor’s,Construction/Outdoor,US West,Moderate Liberal,Very high,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0532,45+,Male,High School or less,Service/Office,Other,Moderate Conservative,Very high,Slightly agree,Very worried,Neutral,Low
P0533,45+,Male,Master’s/PhD,Public sector,Europe-North,Moderate Conservative,Very high,Slightly agree,Somewhat worried,Neutral,High
P0534,25-34,Male,Bachelor’s,Farming/Agriculture,US South,Moderate Liberal,High,Slightly agree,Very worried,Neutral,Low
P0508,45+,Female,High School or less,Environmental/NGO,Europe-North,Liberal,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0978,45+,Female,Bachelor’s,Education/Academic,Europe-North,Centrist,High,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0536,25-34,Other/Non-binary,Master’s/PhD,Tech/IT,US Midwest,Centrist,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0949,45+,Male,Bachelor’s,Farming/Agriculture,US Midwest,Moderate Liberal,Low,Slightly agree,Very worried,Neutral,Low
P0948,35-44,Female,Bachelor’s,Manufacturing/Industrial,Other,Moderate Liberal,Low,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0947,45+,Female,High School or less,Service/Office,US Northeast,Moderate Conservative,Low,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0946,45+,Female,Master’s/PhD,Manufacturing/Industrial,US Midwest,Moderate Conservative,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0979,35-44,Female,High School or less,Tech/IT,Other,Conservative,Moderate,Slightly agree,Very worried,Somewhat inactive,Medium
P0980,35-44,Male,High School or less,Farming/Agriculture,US West,Moderate Liberal,Very low,Slightly agree,Very worried,Neutral,Medium
P0944,45+,Male,Master’s/PhD,Environmental/NGO,Global South,Conservative,Moderate,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0941,45+,Female,Bachelor’s,Tech/IT,US West,Moderate Liberal,Moderate,Slightly agree,Very worried,Somewhat inactive,Medium
P0964,25-34,Female,Bachelor’s,Manufacturing/Industrial,Global South,Conservative,High,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0935,25-34,Female,Master’s/PhD,Tech/IT,Europe-North,Moderate Liberal,High,Slightly agree,Very worried,Neutral,Medium
P0934,25-34,Male,Master’s/PhD,Service/Office,US West,Moderate Conservative,Very high,Slightly agree,Somewhat not worried,Not oriented to action,Medium
P0984,45+,Female,High School or less,Tech/IT,Other,Centrist,Very low,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0548,35-44,Male,Bachelor’s,Education/Academic,US Northeast,Centrist,High,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0986,45+,Female,High School or less,Manufacturing/Industrial,US West,Moderate Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,High
P0940,25-34,Male,Master’s/PhD,Manufacturing/Industrial,US West,Liberal,Very high,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0740,18-24,Male,High School or less,Education/Academic,Other,Moderate Conservative,High,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0915,18-24,Male,High School or less,Farming/Agriculture,US South,Moderate Conservative,High,Slightly agree,Somewhat worried,Somewhat inactive,High
P0688,18-24,Male,Master’s/PhD,Education/Academic,US West,Moderate Liberal,High,Slightly agree,Somewhat worried,Neutral,Low
P0806,25-34,Male,Bachelor’s,Service/Office,Global South,Moderate Liberal,Low,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0682,18-24,Female,Master’s/PhD,Tech/IT,Europe-North,Centrist,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0681,25-34,Male,Master’s/PhD,Public sector,Global South,Conservative,Low,Slightly agree,Somewhat worried,Neutral,Medium
P0807,35-44,Female,Master’s/PhD,Service/Office,Europe-North,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0677,35-44,Female,High School or less,Farming/Agriculture,US Midwest,Liberal,Low,Slightly agree,Somewhat worried,Somewhat inactive,High
P0673,35-44,Female,High School or less,Service/Office,Global South,Conservative,Moderate,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0811,18-24,Male,Bachelor’s,Education/Academic,US Midwest,Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0672,25-34,Other/Non-binary,Master’s/PhD,Manufacturing/Industrial,Global South,Moderate Conservative,Very high,Slightly agree,Somewhat worried,Somewhat inactive,High
P0671,18-24,Female,Bachelor’s,Manufacturing/Industrial,US West,Moderate Conservative,Moderate,Slightly agree,Very worried,Neutral,Medium
P0668,25-34,Female,High School or less,Construction/Outdoor,Other,Moderate Liberal,High,Slightly agree,Neutral / not very worried,Neutral,Medium
P0813,35-44,Female,Bachelor’s,Education/Academic,Other,Centrist,Moderate,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0818,18-24,Female,Bachelor’s,Environmental/NGO,Global South,Liberal,High,Slightly agree,Neutral / not very worried,Neutral,High
P0819,35-44,Male,Bachelor’s,Public sector,US South,Liberal,High,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0821,25-34,Male,Master’s/PhD,Service/Office,Global South,Moderate Conservative,High,Slightly agree,Very worried,Neutral,High
P0660,25-34,Female,High School or less,Service/Office,US West,Moderate Liberal,Very low,Slightly agree,Very worried,Neutral,Low
P0825,45+,Other/Non-binary,Bachelor’s,Tech/IT,Europe-North,Moderate Liberal,Low,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0800,18-24,Male,Bachelor’s,Tech/IT,US Midwest,Moderate Conservative,Very high,Slightly agree,Somewhat not worried,Somewhat inactive,High
P0797,18-24,Male,High School or less,Public sector,Other,Liberal,Moderate,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0792,45+,Female,High School or less,Service/Office,Europe-North,Moderate Liberal,Very high,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0694,35-44,Female,High School or less,Farming/Agriculture,Other,Moderate Liberal,High,Slightly agree,Very worried,Neutral,Medium
P0741,18-24,Male,Bachelor’s,Public sector,Other,Moderate Liberal,High,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0734,45+,Male,Bachelor’s,Tech/IT,US West,Centrist,Very high,Slightly agree,Somewhat not worried,Not oriented to action,Low
P0747,35-44,Female,Master’s/PhD,Tech/IT,US West,Liberal,Very high,Slightly agree,Very worried,Neutral,Medium
P0728,18-24,Male,Master’s/PhD,Manufacturing/Industrial,Other,Moderate Liberal,High,Slightly agree,Very worried,Neutral,Medium
P0724,35-44,Other/Non-binary,Bachelor’s,Tech/IT,Other,Centrist,High,Slightly agree,Somewhat worried,Somewhat inactive,Medium
