PersonaID,AgeGroup,Gender,EducationLevel,OccupationSector,Region,PoliticalIdeology,Trust_ScienceInstitutions,Belief_ClimateExists,Belief_HumanContribution,Emotional_WorryAboutClimate,BehaviouralOrientation,SocialConnectivity
P0188,35-44,Male,Master’s/PhD,Service/Office,Global South,Moderate Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0189,18-24,Other/Non-binary,Bachelor’s,Public sector,Other,Moderate Liberal,High,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0190,45+,Female,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,Low,Strongly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0191,45+,Other/Non-binary,Bachelor’s,Service/Office,US Midwest,Moderate Conservative,High,Slightly disagree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0192,35-44,Male,High School or less,Public sector,Other,Moderate Conservative,Low,Slightly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Low
P0193,18-24,Female,Bachelor’s,Tech/IT,Europe-North,Centrist,Moderate,Slightly agree,Strongly agree,Somewhat worried,Neutral,High
P0194,35-44,Male,Master’s/PhD,Farming/Agriculture,Global South,Moderate Conservative,Moderate,Strongly disagree,Strongly agree,Very worried,Neutral,High
P0195,18-24,Female,Master’s/PhD,Manufacturing/Industrial,US West,Moderate Liberal,High,Slightly agree,Strongly disagree,Very worried,Somewhat inactive,Medium
P0196,45+,Female,Master’s/PhD,Education/Academic,US Northeast,Moderate Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0197,25-34,Female,Bachelor’s,Public sector,US Northeast,Centrist,Very high,Strongly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0198,18-24,Male,Master’s/PhD,Public sector,Europe-North,Liberal,Moderate,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0199,45+,Male,High School or less,Construction/Outdoor,US South,Moderate Conservative,Moderate,Slightly disagree,Strongly agree,Neutral / not very worried,Somewhat inactive,High
P0200,45+,Female,Bachelor’s,Environmental/NGO,US Northeast,Moderate Liberal,Low,Strongly agree,Slightly disagree,Not worried at all,Not oriented to action,Medium
P0201,45+,Male,High School or less,Environmental/NGO,US West,Moderate Liberal,Very low,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,High
P0202,35-44,Female,Bachelor’s,Farming/Agriculture,US Midwest,Moderate Conservative,Moderate,Slightly disagree,Strongly agree,Very worried,Neutral,High
P0203,25-34,Male,High School or less,Construction/Outdoor,US Midwest,Moderate Liberal,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0204,35-44,Male,Bachelor’s,Manufacturing/Industrial,US West,Liberal,Low,Neutral,Strongly disagree,Somewhat worried,Somewhat inactive,High
P0205,25-34,Male,High School or less,Service/Office,US Northeast,Moderate Liberal,Moderate,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0206,35-44,Female,High School or less,Farming/Agriculture,US South,Conservative,Moderate,Slightly disagree,Neutral,Somewhat worried,Somewhat inactive,Medium
P0207,45+,Female,Master’s/PhD,Construction/Outdoor,US South,Conservative,High,Neutral,Slightly disagree,Not worried at all,Not oriented to action,Medium
P0208,35-44,Female,Bachelor’s,Manufacturing/Industrial,US West,Moderate Conservative,High,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0209,35-44,Female,Master’s/PhD,Service/Office,Global South,Moderate Liberal,High,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0210,35-44,Female,High School or less,Tech/IT,Global South,Moderate Conservative,Very high,Strongly disagree,Strongly agree,Somewhat worried,Neutral,Medium
P0211,45+,Female,Bachelor’s,Education/Academic,US West,Conservative,Moderate,Slightly disagree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0212,25-34,Female,High School or less,Environmental/NGO,Europe-North,Moderate Liberal,Low,Slightly disagree,Slightly agree,Very worried,Neutral,Medium
P0213,35-44,Female,Bachelor’s,Tech/IT,US West,Moderate Liberal,Moderate,Slightly agree,Slightly agree,Somewhat worried,Neutral,High
P0214,18-24,Male,Master’s/PhD,Construction/Outdoor,Other,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0215,25-34,Female,High School or less,Manufacturing/Industrial,Global South,Liberal,Low,Strongly agree,Neutral,Very worried,Neutral,Low
P0216,25-34,Male,High School or less,Tech/IT,Other,Liberal,Moderate,Strongly agree,Slightly agree,Somewhat worried,Neutral,High
P0217,35-44,Male,Bachelor’s,Service/Office,Global South,Liberal,Moderate,Slightly agree,Strongly agree,Very worried,Neutral,Low
P0218,18-24,Male,Bachelor’s,Manufacturing/Industrial,Global South,Centrist,Moderate,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0219,45+,Female,Master’s/PhD,Tech/IT,US South,Centrist,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0220,35-44,Female,Bachelor’s,Construction/Outdoor,US West,Liberal,Moderate,Slightly agree,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0221,35-44,Male,High School or less,Service/Office,US Northeast,Moderate Liberal,Very high,Strongly agree,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0222,35-44,Female,Bachelor’s,Public sector,US West,Liberal,Very high,Slightly agree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0223,18-24,Female,Bachelor’s,Education/Academic,Europe-North,Liberal,Very high,Slightly agree,Slightly agree,Somewhat worried,Neutral,Low
P0224,18-24,Female,Bachelor’s,Environmental/NGO,US Midwest,Moderate Conservative,Low,Slightly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Medium
P0225,45+,Male,Master’s/PhD,Education/Academic,US South,Moderate Conservative,High,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0226,18-24,Male,High School or less,Farming/Agriculture,US West,Moderate Liberal,Moderate,Strongly agree,Neutral,Very worried,Neutral,Medium
P0227,45+,Other/Non-binary,Bachelor’s,Farming/Agriculture,Other,Moderate Conservative,Very low,Strongly disagree,Strongly disagree,Very worried,Somewhat inactive,Low
P0228,25-34,Female,Master’s/PhD,Education/Academic,Europe-North,Centrist,High,Strongly agree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0229,45+,Male,Bachelor’s,Manufacturing/Industrial,Other,Moderate Liberal,Very low,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0230,45+,Female,Bachelor’s,Service/Office,US Northeast,Centrist,High,Slightly agree,Strongly agree,Somewhat worried,Neutral,Low
P0231,25-34,Female,Bachelor’s,Service/Office,US South,Moderate Conservative,Very high,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,High
P0232,45+,Male,High School or less,Environmental/NGO,US South,Moderate Conservative,High,Neutral,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0233,35-44,Male,Bachelor’s,Public sector,US Midwest,Moderate Liberal,High,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0234,18-24,Female,High School or less,Manufacturing/Industrial,Europe-North,Liberal,Moderate,Slightly agree,Strongly disagree,Somewhat worried,Somewhat inactive,High
P0235,18-24,Male,Bachelor’s,Farming/Agriculture,US South,Conservative,High,Strongly disagree,Slightly agree,Very worried,Neutral,Low
P0236,18-24,Female,High School or less,Tech/IT,US West,Moderate Conservative,Low,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0237,18-24,Male,Master’s/PhD,Tech/IT,US West,Conservative,High,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0238,35-44,Female,Master’s/PhD,Tech/IT,Global South,Moderate Conservative,High,Neutral,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0239,18-24,Female,Master’s/PhD,Service/Office,US Midwest,Centrist,High,Slightly agree,Strongly disagree,Not worried at all,Not oriented to action,Low
P0240,18-24,Female,Bachelor’s,Service/Office,Europe-North,Moderate Conservative,Very low,Slightly disagree,Strongly agree,Very worried,Neutral,Medium
P0241,18-24,Male,Master’s/PhD,Service/Office,Europe-North,Centrist,High,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0242,25-34,Male,Bachelor’s,Construction/Outdoor,Global South,Centrist,High,Neutral,Neutral,Neutral / not very worried,Somewhat inactive,High
P0243,35-44,Female,Master’s/PhD,Farming/Agriculture,US Northeast,Moderate Liberal,High,Slightly agree,Strongly agree,Neutral / not very worried,Neutral,Low
P0244,18-24,Female,Bachelor’s,Construction/Outdoor,Other,Centrist,Low,Neutral,Strongly agree,Very worried,Neutral,Low
P0245,25-34,Female,Master’s/PhD,Farming/Agriculture,Global South,Moderate Liberal,Very high,Slightly agree,Strongly agree,Very worried,Neutral,Medium
P0246,25-34,Female,Bachelor’s,Service/Office,US South,Liberal,Moderate,Slightly agree,Strongly agree,Somewhat worried,Neutral,High
P0247,45+,Male,Bachelor’s,Service/Office,US Midwest,Conservative,Low,Slightly disagree,Strongly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0248,25-34,Male,Bachelor’s,Manufacturing/Industrial,US Northeast,Moderate Liberal,Moderate,Slightly disagree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0249,45+,Male,Bachelor’s,Manufacturing/Industrial,Global South,Moderate Liberal,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0250,35-44,Female,Bachelor’s,Service/Office,Global South,Liberal,Low,Slightly agree,Slightly agree,Very worried,Neutral,Medium
P0251,25-34,Male,Master’s/PhD,Public sector,Other,Liberal,High,Slightly agree,Slightly agree,Very worried,Neutral,Medium
P0252,25-34,Female,High School or less,Environmental/NGO,Global South,Liberal,Very low,Slightly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0253,45+,Male,High School or less,Construction/Outdoor,Global South,Liberal,Moderate,Strongly agree,Strongly disagree,Very worried,Neutral,Medium
P0254,25-34,Female,Bachelor’s,Education/Academic,US South,Moderate Liberal,Very high,Strongly agree,Slightly agree,Somewhat worried,Neutral,High
P0255,18-24,Female,Bachelor’s,Service/Office,Other,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0256,45+,Female,High School or less,Public sector,US South,Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0257,45+,Male,Bachelor’s,Service/Office,Global South,Liberal,High,Slightly agree,Strongly agree,Very worried,Neutral,Low
P0258,45+,Male,Master’s/PhD,Service/Office,Europe-North,Centrist,High,Strongly agree,Neutral,Very worried,Somewhat inactive,High
P0259,45+,Male,High School or less,Public sector,Global South,Moderate Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0260,25-34,Male,Bachelor’s,Construction/Outdoor,US South,Liberal,High,Slightly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0261,25-34,Male,Bachelor’s,Farming/Agriculture,US South,Liberal,High,Slightly agree,Strongly agree,Somewhat worried,Neutral,Low
P0262,45+,Other/Non-binary,Master’s/PhD,Service/Office,Europe-North,Centrist,Low,Slightly agree,Slightly agree,Very worried,Neutral,Medium
P0263,25-34,Female,Master’s/PhD,Farming/Agriculture,Other,Centrist,Moderate,Strongly disagree,Strongly disagree,Very worried,Somewhat inactive,Medium
P0264,25-34,Female,Master’s/PhD,Farming/Agriculture,Other,Liberal,Moderate,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0265,18-24,Female,Master’s/PhD,Tech/IT,Other,Liberal,High,Neutral,Slightly agree,Somewhat worried,Somewhat inactive,High
P0266,45+,Female,Bachelor’s,Manufacturing/Industrial,US West,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0267,25-34,Male,Bachelor’s,Public sector,Global South,Moderate Liberal,Very high,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Low
P0268,45+,Other/Non-binary,Bachelor’s,Public sector,US West,Liberal,High,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0269,45+,Female,High School or less,Environmental/NGO,Europe-North,Conservative,Low,Slightly agree,Neutral,Very worried,Neutral,Medium
P0270,35-44,Male,Bachelor’s,Environmental/NGO,Other,Moderate Liberal,Very low,Slightly disagree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0271,45+,Male,Bachelor’s,Public sector,US Midwest,Moderate Conservative,High,Strongly disagree,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0272,45+,Female,Master’s/PhD,Service/Office,US South,Liberal,Very high,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0273,45+,Other/Non-binary,Master’s/PhD,Service/Office,US West,Centrist,Very high,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0274,18-24,Male,Master’s/PhD,Manufacturing/Industrial,US South,Conservative,Very high,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0275,45+,Male,Bachelor’s,Tech/IT,US West,Liberal,Low,Strongly agree,Slightly disagree,Very worried,Somewhat inactive,High
P0276,25-34,Male,Bachelor’s,Tech/IT,Global South,Moderate Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0277,18-24,Male,Bachelor’s,Manufacturing/Industrial,Europe-North,Centrist,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0278,45+,Male,Bachelor’s,Service/Office,Europe-North,Liberal,Moderate,Strongly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Medium
P0279,25-34,Female,High School or less,Manufacturing/Industrial,US Northeast,Moderate Conservative,Low,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0280,35-44,Female,Master’s/PhD,Education/Academic,US West,Centrist,Moderate,Slightly agree,Slightly disagree,Somewhat worried,Somewhat inactive,High
P0281,45+,Female,Bachelor’s,Public sector,Global South,Moderate Conservative,Moderate,Strongly agree,Neutral,Very worried,Neutral,Low
P0282,45+,Female,High School or less,Service/Office,Other,Moderate Liberal,Very low,Slightly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0283,45+,Male,Bachelor’s,Service/Office,US South,Moderate Liberal,High,Neutral,Slightly agree,Neutral / not very worried,Neutral,Medium
P0284,25-34,Male,High School or less,Tech/IT,Global South,Conservative,Very low,Slightly disagree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0285,25-34,Male,Bachelor’s,Service/Office,Europe-North,Liberal,High,Strongly agree,Slightly agree,Neutral / not very worried,Neutral,High
P0286,45+,Male,High School or less,Education/Academic,Other,Conservative,Very high,Strongly disagree,Strongly agree,Somewhat worried,Somewhat inactive,Medium
P0287,35-44,Male,Master’s/PhD,Construction/Outdoor,Other,Moderate Liberal,Moderate,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0288,25-34,Female,Bachelor’s,Education/Academic,Global South,Moderate Conservative,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0289,45+,Female,High School or less,Construction/Outdoor,Global South,Moderate Conservative,High,Neutral,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0290,45+,Female,Bachelor’s,Construction/Outdoor,US Northeast,Moderate Liberal,Moderate,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0291,18-24,Female,Bachelor’s,Tech/IT,US South,Moderate Liberal,Very high,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0292,35-44,Male,Bachelor’s,Farming/Agriculture,Global South,Moderate Conservative,Very high,Strongly disagree,Strongly agree,Somewhat worried,Neutral,High
P0293,25-34,Female,High School or less,Environmental/NGO,Europe-North,Moderate Liberal,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0294,45+,Male,High School or less,Service/Office,Europe-North,Moderate Conservative,Moderate,Neutral,Slightly agree,Somewhat worried,Neutral,High
P0295,18-24,Other/Non-binary,Bachelor’s,Public sector,US South,Moderate Conservative,Low,Slightly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Low
P0296,45+,Female,Bachelor’s,Tech/IT,Europe-North,Moderate Conservative,Moderate,Strongly disagree,Strongly agree,Somewhat worried,Neutral,Medium
P0297,18-24,Female,Bachelor’s,Construction/Outdoor,Global South,Liberal,High,Slightly agree,Slightly disagree,Somewhat worried,Somewhat inactive,Medium
P0298,45+,Female,Master’s/PhD,Construction/Outdoor,US Northeast,Liberal,Very high,Slightly agree,Slightly agree,Very worried,Neutral,Medium
P0299,25-34,Male,Bachelor’s,Education/Academic,US South,Moderate Conservative,High,Slightly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0300,45+,Female,Master’s/PhD,Farming/Agriculture,Global South,Centrist,Moderate,Slightly agree,Strongly agree,Very worried,Neutral,Low
P0301,18-24,Male,Bachelor’s,Tech/IT,Other,Centrist,High,Neutral,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0302,18-24,Female,High School or less,Manufacturing/Industrial,Global South,Liberal,Low,Strongly agree,Slightly disagree,Very worried,Somewhat inactive,Medium
P0303,35-44,Male,Master’s/PhD,Service/Office,US Northeast,Liberal,High,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0304,35-44,Female,High School or less,Tech/IT,US South,Liberal,High,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0305,25-34,Female,Bachelor’s,Service/Office,Global South,Conservative,High,Strongly disagree,Strongly agree,Very worried,Neutral,Low
P0306,45+,Male,High School or less,Education/Academic,US Midwest,Moderate Conservative,Low,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0307,45+,Male,Bachelor’s,Farming/Agriculture,Other,Moderate Conservative,Moderate,Strongly agree,Neutral,Somewhat worried,Neutral,Medium
P0308,35-44,Female,High School or less,Tech/IT,Europe-North,Moderate Liberal,Low,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0309,45+,Male,Bachelor’s,Construction/Outdoor,US Midwest,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0310,45+,Male,High School or less,Service/Office,US South,Conservative,Moderate,Strongly agree,Neutral,Somewhat not worried,Somewhat inactive,Low
P0311,35-44,Male,High School or less,Service/Office,Global South,Liberal,High,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Medium
P0312,18-24,Male,High School or less,Manufacturing/Industrial,Global South,Moderate Liberal,Low,Strongly agree,Slightly disagree,Very worried,Neutral,Low
P0313,35-44,Male,Bachelor’s,Service/Office,Europe-North,Conservative,Very high,Strongly disagree,Strongly agree,Somewhat worried,Neutral,Low
P0314,25-34,Male,Master’s/PhD,Education/Academic,Europe-North,Moderate Conservative,Very high,Neutral,Strongly agree,Somewhat not worried,Somewhat inactive,High
P0315,25-34,Female,Master’s/PhD,Tech/IT,US Midwest,Moderate Liberal,High,Strongly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0316,18-24,Other/Non-binary,High School or less,Service/Office,US Northeast,Moderate Liberal,High,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0317,35-44,Other/Non-binary,Bachelor’s,Service/Office,Europe-North,Moderate Conservative,Very high,Neutral,Strongly agree,Somewhat worried,Neutral,Medium
P0318,25-34,Female,Bachelor’s,Environmental/NGO,US Northeast,Centrist,High,Slightly disagree,Neutral,Somewhat not worried,Somewhat inactive,High
P0319,35-44,Male,Master’s/PhD,Farming/Agriculture,US South,Centrist,High,Strongly agree,Strongly agree,Neutral / not very worried,Somewhat inactive,Medium
P0320,45+,Male,High School or less,Service/Office,Europe-North,Liberal,Moderate,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0321,35-44,Male,Bachelor’s,Construction/Outdoor,Europe-North,Conservative,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0322,35-44,Female,Bachelor’s,Tech/IT,US Midwest,Moderate Conservative,High,Slightly agree,Neutral,Not worried at all,Somewhat inactive,Medium
P0323,35-44,Female,High School or less,Construction/Outdoor,US Midwest,Moderate Conservative,Low,Strongly agree,Neutral,Very worried,Somewhat inactive,Low
P0324,25-34,Female,Master’s/PhD,Tech/IT,US Midwest,Moderate Liberal,Low,Neutral,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0325,35-44,Other/Non-binary,High School or less,Service/Office,Europe-North,Liberal,Very low,Slightly agree,Neutral,Somewhat worried,Somewhat inactive,Low
P0326,18-24,Female,Bachelor’s,Construction/Outdoor,US West,Centrist,Low,Slightly agree,Slightly agree,Not worried at all,Not oriented to action,Low
P0327,45+,Male,Master’s/PhD,Environmental/NGO,US West,Liberal,High,Slightly agree,Slightly agree,Somewhat worried,Neutral,Low
P0328,45+,Female,Master’s/PhD,Tech/IT,US South,Centrist,High,Slightly agree,Slightly agree,Not worried at all,Somewhat inactive,Medium
P0329,45+,Female,Bachelor’s,Manufacturing/Industrial,US Midwest,Moderate Liberal,High,Slightly agree,Slightly agree,Somewhat worried,Neutral,Low
P0330,45+,Male,Master’s/PhD,Education/Academic,Europe-North,Liberal,Very high,Slightly agree,Strongly agree,Neutral / not very worried,Neutral,High
P0331,25-34,Male,Master’s/PhD,Tech/IT,US South,Moderate Conservative,Very high,Slightly disagree,Strongly agree,Somewhat not worried,Somewhat inactive,Low
P0332,45+,Female,Bachelor’s,Manufacturing/Industrial,Global South,Moderate Conservative,High,Neutral,Slightly disagree,Somewhat worried,Somewhat inactive,Low
P0333,45+,Male,Bachelor’s,Farming/Agriculture,US South,Centrist,Low,Slightly disagree,Slightly disagree,Somewhat not worried,Somewhat inactive,Low
P0334,35-44,Female,Bachelor’s,Tech/IT,Global South,Conservative,High,Slightly agree,Slightly agree,Very worried,Neutral,High
P0335,35-44,Male,Bachelor’s,Tech/IT,US Midwest,Centrist,High,Slightly agree,Slightly agree,Very worried,Neutral,High
P0336,25-34,Male,Master’s/PhD,Tech/IT,Europe-North,Centrist,High,Slightly agree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0337,18-24,Male,Bachelor’s,Service/Office,Europe-North,Liberal,High,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0338,45+,Female,Master’s/PhD,Education/Academic,Other,Liberal,High,Strongly agree,Slightly disagree,Neutral / not very worried,Somewhat inactive,Medium
P0339,45+,Female,High School or less,Public sector,Other,Moderate Liberal,Moderate,Strongly agree,Slightly disagree,Somewhat not worried,Somewhat inactive,Medium
P0340,45+,Male,High School or less,Public sector,US Midwest,Centrist,Very low,Strongly agree,Strongly disagree,Neutral / not very worried,Not oriented to action,High
P0341,18-24,Female,Master’s/PhD,Public sector,US West,Liberal,High,Slightly agree,Strongly disagree,Neutral / not very worried,Not oriented to action,Medium
P0342,45+,Female,High School or less,Service/Office,US South,Liberal,Very high,Slightly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0343,25-34,Male,Bachelor’s,Service/Office,US Northeast,Moderate Conservative,Moderate,Neutral,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0344,45+,Male,Master’s/PhD,Farming/Agriculture,Global South,Moderate Liberal,Very high,Slightly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0345,35-44,Female,High School or less,Service/Office,Global South,Centrist,Very low,Strongly agree,Slightly disagree,Somewhat not worried,Not oriented to action,Low
P0346,45+,Male,Master’s/PhD,Service/Office,Europe-North,Liberal,Very high,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0347,45+,Other/Non-binary,High School or less,Service/Office,Europe-North,Centrist,High,Strongly agree,Neutral,Very worried,Somewhat inactive,High
P0348,45+,Female,Master’s/PhD,Public sector,Other,Centrist,High,Strongly agree,Strongly agree,Very worried,Neutral,Low
P0349,35-44,Male,High School or less,Tech/IT,US Midwest,Centrist,Very low,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0350,35-44,Female,Bachelor’s,Manufacturing/Industrial,US West,Liberal,High,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,Low
P0351,18-24,Female,Master’s/PhD,Service/Office,US West,Moderate Liberal,High,Strongly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Low
P0352,18-24,Female,High School or less,Public sector,US Northeast,Liberal,Very high,Strongly agree,Strongly agree,Somewhat worried,Neutral,Medium
P0353,35-44,Other/Non-binary,Bachelor’s,Service/Office,Other,Centrist,Low,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Low
P0354,25-34,Female,Bachelor’s,Service/Office,Europe-North,Moderate Conservative,Low,Slightly disagree,Neutral,Very worried,Neutral,Medium
P0355,25-34,Male,Master’s/PhD,Tech/IT,Other,Moderate Conservative,High,Slightly agree,Strongly agree,Somewhat worried,Neutral,High
P0356,25-34,Male,High School or less,Public sector,US West,Centrist,Moderate,Strongly agree,Strongly disagree,Somewhat worried,Somewhat inactive,Low
P0357,35-44,Female,Master’s/PhD,Manufacturing/Industrial,Europe-North,Liberal,High,Strongly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0358,25-34,Other/Non-binary,Bachelor’s,Service/Office,Global South,Centrist,Moderate,Neutral,Slightly agree,Very worried,Neutral,High
P0359,18-24,Female,High School or less,Construction/Outdoor,US West,Moderate Conservative,High,Slightly agree,Neutral,Neutral / not very worried,Somewhat inactive,Medium
P0360,35-44,Male,High School or less,Public sector,US Northeast,Liberal,Moderate,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0361,18-24,Male,High School or less,Environmental/NGO,Europe-North,Centrist,Very high,Neutral,Strongly agree,Somewhat worried,Neutral,High
P0362,25-34,Other/Non-binary,Master’s/PhD,Construction/Outdoor,Global South,Centrist,Moderate,Slightly disagree,Strongly agree,Neutral / not very worried,Neutral,Medium
P0363,45+,Male,Bachelor’s,Tech/IT,US South,Moderate Liberal,Very high,Strongly agree,Slightly agree,Somewhat worried,Somewhat inactive,Medium
P0364,18-24,Male,Bachelor’s,Tech/IT,US Northeast,Moderate Conservative,Moderate,Strongly agree,Slightly agree,Very worried,Neutral,Medium
P0365,45+,Female,Master’s/PhD,Tech/IT,Europe-North,Moderate Liberal,Very high,Slightly agree,Strongly agree,Neutral / not very worried,Neutral,Low
P0366,25-34,Female,Bachelor’s,Education/Academic,Europe-North,Liberal,Very high,Strongly agree,Strongly agree,Somewhat not worried,Somewhat inactive,Medium
P0367,45+,Male,High School or less,Tech/IT,Global South,Centrist,High,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0368,25-34,Male,Bachelor’s,Manufacturing/Industrial,Global South,Moderate Liberal,High,Strongly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,Medium
P0369,45+,Female,Bachelor’s,Service/Office,US South,Moderate Liberal,High,Slightly agree,Slightly agree,Somewhat not worried,Somewhat inactive,Medium
P0370,45+,Male,Bachelor’s,Construction/Outdoor,US South,Moderate Liberal,High,Slightly agree,Slightly agree,Neutral / not very worried,Somewhat inactive,High
P0371,45+,Male,High School or less,Construction/Outdoor,Other,Moderate Liberal,Very high,Strongly agree,Strongly agree,Very worried,Neutral,Medium
P0372,45+,Female,Bachelor’s,Tech/IT,Europe-North,Conservative,Low,Slightly disagree,Slightly agree,Somewhat worried,Neutral,Medium
P0373,45+,Male,High School or less,Tech/IT,Europe-North,Liberal,High,Strongly agree,Strongly agree,Very worried,Neutral,High
P0374,45+,Female,Bachelor’s,Service/Office,Europe-North,Centrist,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,Low
P0375,45+,Male,Master’s/PhD,Manufacturing/Industrial,Europe-North,Liberal,Moderate,Strongly agree,Strongly agree,Somewhat worried,Neutral,High
P0376,18-24,Male,Master’s/PhD,Education/Academic,Other,Conservative,Moderate,Slightly disagree,Neutral,Not worried at all,Not oriented to action,Medium
P0377,45+,Female,Master’s/PhD,Service/Office,US West,Centrist,Very high,Strongly agree,Strongly agree,Neutral / not very worried,Neutral,Low
